,Time,User,Tweet
121,2023-04-06 16:43:22+00:00,PeterHa18329727,$lrcx  *Top analyst price target for next week 📈📉🚀  https://t.co/utOxlefBqA
122,2023-04-06 16:42:27+00:00,OptionsMaxPain,$LRCX Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Neutral; #momentum score Good #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrHzGB https://t.co/QsAavMrrdd
123,2023-04-06 16:31:37+00:00,My_online_card,"#Lrcx
Call535
1
14-4-2023
بلا تهور https://t.co/cMW1GhOdUQ"
124,2023-04-06 16:19:36+00:00,TMoney_CCC,$LRCX 217% profit https://t.co/x8BUD14DD8 https://t.co/hqCq00mGg9
125,2023-04-06 16:07:47+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 09:04:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.06
$SPY : 0.28
$ULTA : -0.84
$BYND : 0.16
$WBD : 0.03
$ADBE : 0.30
$NFLX : -0.52
$SNOW : 0.44
$MA : -0.61
$LRCX : 1.88
https://t.co/GyLihYKh4w"
126,2023-04-06 16:05:21+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 09:01:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.01
$SPY : 0.28
$BYND : 0.03
$ULTA : -0.82
$WBD : 0.07
$NFLX : -0.52
$ADBE : 0.38
$MA : -0.61
$LRCX : 1.99
$SNOW : 0.53
https://t.co/GyLihYKh4w"
127,2023-04-06 16:03:02+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:59:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : 0.03
$SPY : 0.31
$BYND : 0.10
$ULTA : -0.92
$WBD : 0.00
$NFLX : -0.47
$ADBE : 0.34
$MA : -0.55
$LRCX : 2.25
$SNOW : 0.54
https://t.co/GyLihYKh4w"
128,2023-04-06 16:00:44+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:57:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.09
$SPY : 0.24
$BYND : 0.22
$ULTA : -1.05
$WBD : -0.07
$NFLX : -0.51
$ADBE : 0.28
$MA : -0.57
$LRCX : 2.11
$SNOW : 0.59
https://t.co/GyLihYKh4w"
129,2023-04-06 15:58:21+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:54:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.08
$SPY : 0.23
$BYND : 0.25
$ULTA : -1.05
$WBD : -0.03
$NFLX : -0.44
$ADBE : 0.29
$MA : -0.60
$LRCX : 2.14
$SNOW : 0.63
https://t.co/GyLihYKh4w"
130,2023-04-06 15:56:01+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:52:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.07
$SPY : 0.21
$BYND : 0.21
$ULTA : -1.13
$WBD : 0.00
$NFLX : -0.66
$ADBE : 0.17
$LRCX : 2.04
$MA : -0.62
$SNAP : 1.63
https://t.co/GyLihYKh4w"
131,2023-04-06 15:53:42+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:50:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.08
$SPY : 0.19
$ULTA : -1.14
$BYND : 0.03
$WBD : -0.03
$NFLX : -0.85
$ADBE : 0.03
$LRCX : 1.80
$SNAP : 1.39
$SNOW : 0.05
https://t.co/GyLihYKh4w"
132,2023-04-06 15:51:21+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:47:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.10
$ULTA : -1.15
$SPY : 0.12
$WBD : -0.17
$NFLX : -1.04
$BYND : -0.22
$LRCX : 1.60
$ADBE : -0.07
$BKNG : -0.98
$LMT : -0.17
https://t.co/GyLihYKh4w"
133,2023-04-06 15:49:02+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:45:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.10
$SPY : 0.12
$ULTA : -1.15
$BYND : -0.03
$WBD : -0.27
$NFLX : -1.04
$ZS : 0.58
$USO : -0.13
$LRCX : 1.70
$ADBE : -0.08
https://t.co/GyLihYKh4w"
134,2023-04-06 15:46:46+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:43:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.10
$SPY : 0.09
$ULTA : -1.04
$BYND : -0.35
$WBD : -0.55
$NFLX : -1.28
$CVX : -0.80
$CMG : -0.74
$BKNG : -0.89
$LRCX : 1.71
https://t.co/GyLihYKh4w"
135,2023-04-06 15:44:20+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:40:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.06
$SPY : 0.14
$ULTA : -1.03
$WBD : -0.31
$BYND : -0.16
$NFLX : -1.09
$CVX : -0.78
$CMG : -0.74
$BKNG : -0.86
$LRCX : 1.76
https://t.co/GyLihYKh4w"
136,2023-04-06 15:42:00+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:38:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.09
$SPY : 0.08
$ULTA : -1.04
$WBD : -0.24
$BYND : -0.28
$NFLX : -1.01
$CVX : -0.83
$CMG : -0.74
$BKNG : -0.84
$LRCX : 1.65
https://t.co/GyLihYKh4w"
137,2023-04-06 15:40:33+00:00,RossCra41038894,$LRCX Top analyst price target for next week --&gt;📉🚀  https://t.co/fDK5UdXRBx
138,2023-04-06 15:39:40+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 08:36:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.07
$SPY : 0.09
$ULTA : -0.97
$WBD : -0.17
$BYND : -0.03
$NFLX : -0.97
$CVX : -1.03
$CMG : -0.74
$BKNG : -0.65
$LRCX : 1.70
https://t.co/GyLihYKh4w"
139,2023-04-06 15:34:59+00:00,Henry40496319,$lrcx  *Top analyst price target for next week 📈📉🚀 https://t.co/J4s97A61gC
140,2023-04-06 15:28:00+00:00,OptionsProVol,#Options Flow Grid Update $LRCX #OptionsTrading Lam Research Shares 🔻0.04% to $493.57 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/I8hjTlnne3 https://t.co/Ai2TJufTU7
141,2023-04-06 15:10:17+00:00,OptionsProVol,"Today Top Flow in #NASDAQ #NASDAQ100, Buy Flow &amp; Sell Flow $TSLA $NVDA $LRCX $MU $AMZN $CSX $LULU $AMGN $GOOGL $INTC $AAPL $ATVI $MSFT $AMD $GOOG $AVGO $COST $NFLX $PYPL $QCOM #stock #stocks #StockMarket #Investment #investing https://t.co/I8hjTlnne3 https://t.co/djuE24LVeC"
142,2023-04-06 14:51:56+00:00,BessieSantos17,$LRCX Real time  stock analyses ratings AND target your Prices https://t.co/GKnbNLsvO3
143,2023-04-06 14:51:08+00:00,MITickWatcher,"Today Top Flow in #NASDAQ #NASDAQ100, Buy Flow &amp; Sell Flow $TSLA $LRCX $MU $GOOGL $MRNA $LULU $MELI $CSX $AMGN $NVDA $AAPL $AMD $ATVI $AVGO $GOOG $MSFT $COST $NFLX $BKNG $TMUS #stock #stocks #StockMarket #Investment #investing https://t.co/Gr3YvQz1MY https://t.co/eSUBdLYgJt"
144,2023-04-06 14:49:24+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 07:46:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.06
$SPY : 0.05
$ULTA : -0.71
$CVX : -0.49
$NFLX : -1.12
$WBD : -0.07
$BKNG : -1.18
$DKS : -0.24
$LMT : 0.46
$LRCX : 1.32
https://t.co/GyLihYKh4w"
145,2023-04-06 14:49:20+00:00,Jhonwic65,"1000% almost half a mile here. You in our discord? We've been on fire!! 

https://t.co/b8PtWWOJr0

$AAPL $AMZN $FB $NFLX $BABA $BIDU $MA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $DOGE https://t.co/oxih06iXfP"
146,2023-04-06 14:48:20+00:00,JorgeMccarty4,$lrcx Top analyst price target for next week-- https://t.co/uqsI7ybAbn
147,2023-04-06 14:47:22+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 07:44:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.07
$ULTA : -0.64
$SPY : 0.03
$CVX : -0.51
$NFLX : -1.11
$WBD : -0.27
$BKNG : -1.11
$DKS : -0.38
$LMT : 0.59
$LRCX : 1.19
https://t.co/GyLihYKh4w"
148,2023-04-06 14:36:42+00:00,WallStSnacks,"Bull Forecasts
April 06, 2023 07:33:00 PDT
🐂🐂🐂🐂🐂
ticker : percent change intraday
$DIA : -0.09
$ULTA : -0.70
$SPY : 0.01
$BKNG : -1.11
$NFLX : -1.43
$CVX : -0.28
$DKS : -0.56
$WBD : -0.38
$LMT : 0.88
$LRCX : 1.27
https://t.co/GyLihYKh4w"
149,2023-04-06 14:31:12+00:00,satyajitbd009,$LRCX Top analyst price target for next week.....  https://t.co/RJS6NIftY5
150,2023-04-06 14:11:34+00:00,momo_pro_alerts,"New MOMO Trend 2 only from Mometic    
$THCHW,MPLN,KALV,LBAI,HTHT,NSC,LRCX #stockstowatch"
151,2023-04-06 13:45:03+00:00,wearesitama_,$LRCX 📈📉 🚀🚀🚀
152,2023-04-06 13:42:09+00:00,trendwhizo,"$LRCX $MU: 

Covered these two puppies on the short side along with $TTMI $WOLF etc after shorting these at pretty much TERR. 

#semis $SOXS $TTMI #semiconductor #AI #ArtificialIntelligence #NLP https://t.co/8C0e0p00PJ"
153,2023-04-06 13:00:25+00:00,mediasentiment,$LRCX  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 687
154,2023-04-06 12:55:01+00:00,stockmonitorapp,"Momentum is down on $LRCX last 3 days, and price crossed below 50MA. More weakness to come? https://t.co/U86UtoRuwb $SPX"
155,2023-04-06 12:50:26+00:00,DividendDDS,"You know what I love about dividend investing? If I happen to not pay attention, I still get paid. 

Received my dividend of $1.73 for $LRCX yesterday."
156,2023-04-06 12:28:42+00:00,roadto_billions,"🧪 Lam Research Corp. ($LRCX)

5-year price change: 172.73%
5-year total return: 181.15%

Average Annual Total Return: 22.97%

Dividend yield five years ago: 1.08%
Current dividend yield: 1.40%
Dividend increase: 245%"
157,2023-04-06 11:29:36+00:00,Jessika70055003,"Most winning trading chat!!! For a limited time, we are opening our trading chatroom to the public!&gt;&gt;🚀https://t.co/UaSqa4MPCG

$AAPL $AMZN $FB $NFLX $BABA $BIDU $BA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/itgjE4Skna"
158,2023-04-06 11:21:19+00:00,Jessika70055003,"Trade Ideas 100% free traders room opens at 9am Est daily. 🚀https://t.co/UaSqa4MPCG

$PINS $SOLO $MPC $HPQ $SMH $COP $FXI $LYFT $DVN $NOV $MDT $LVS $UNP $SLV $HD $SPXS $UAA $X $LOW $UA $LRCX $NUGT $DNR $BBBY $FHN $UPS $IBIO $KSS $SRNE $VNQ $COF $GSX $BDN $GS https://t.co/5QeIGBu7Kl"
159,2023-04-06 11:18:57+00:00,Jessika70055003,"To enhance your experience in trading and get instant help click here:: 🚀https://t.co/UaSqa4MPCG

$SPY $QQQ $NDX $DIA $IWM $NFLX $FB $INTC $SMH $AAPL $NVDA $TSLA $ES $YM $AMZN $BA $GS $JPM $IBM $LRCX $C $GOOG https://t.co/keU5wyMu4z"
160,2023-04-06 11:11:33+00:00,michaelstibely,RT @futureman1977: Quality tech and chill: $CRM $ADBE $MSFT $AAPL $GOOGL $META $NVDA $AVGO $LRCX $TSLA $AMZN. The common denominators: wide…
161,2023-04-06 10:56:00+00:00,Keith82084334,$lrcx Top analyst price target for next week-.  https://t.co/tIBKEI3IJN
162,2023-04-06 10:16:37+00:00,Alayna97665864,$lrcx Top analyst price target for next week-. https://t.co/m63V77rnvt
163,2023-04-06 10:00:40+00:00,christian__runs,"Happy $LRCX dividend day to whoever is on board!

Von meinen Kunden, die @LamResearch beliefern und entsprechend weiter oben in der supply chain sitzen, werden hier weiterhin große Bedarfe und gesunder Ausblick gemeldet 👍🏻"
164,2023-04-06 09:27:50+00:00,Veronic67048523,$lrcx Top analyst price target for next week- https://t.co/rIBJQ4Ew1n
165,2023-04-06 09:09:55+00:00,StockTrade6,"Hi everyone, Make big profits with us: 🚀https://t.co/gaXzTXh5u1

$SPY $QQQ $NDX $DIA $IWM $NFLX $FB $INTC $SMH $AAPL $NVDA $TSLA $ES $YM $AMZN $BA $GS $JPM $IBM $LRCX $C $GOOG https://t.co/vBapFSpPyt"
166,2023-04-06 08:52:08+00:00,StockTrade6,"You are welcome to our onboard with 20 days free trials with all the premium features.🚀https://t.co/3AxWV1SN0H

$SPY $ES $ADBE $AMZN $MSFT $AAL $ROKU $BABA $CRM $GOOGL $FB $INTU $MRVL $ATVI $TWTR $ORCL $LRCX $AMD $NVDA $TSLA $NDX $QQQ $AAPL $BA https://t.co/HuX95aPZP3"
167,2023-04-06 08:46:23+00:00,CryptoRepoter,"1000% almost half a mile here. You in our discord? We've been on fire!! 

➡ https://t.co/2xqIdIL2vQ

$AAPL $AMZN $FB $NFLX $BTC $BIDU $BABA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $ren https://t.co/spFOXbdRbD"
168,2023-04-06 08:33:29+00:00,StockTrade6,"caught by our analyst in premarket. 🚀https://t.co/3AxWV1SN0H

$AAPL $AMZN $FB $NFLX $BABA $BIDU $BA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/NBEeK7R84x"
169,2023-04-06 08:27:03+00:00,StockTrade6,"Check out our tool at:🚀https://t.co/3AxWV1SN0H

$PINS $SOLO $MPC $HPQ $SMH $COP $FXI $LYFT $DVN $NOV $MDT $LVS $UNP $SLV $HD $SPXS $UAA $X $LOW $UA $LRCX $NUGT $DNR $BBBY $FHN $UPS $IBIO $KSS $SRNE $VNQ $COF $GSX $BDN $GS https://t.co/OztuZcLy3s"
170,2023-04-06 08:25:35+00:00,StockTrade6,"To enhance your experience in trading and get instant help click here:: 🚀https://t.co/3AxWV1SN0H

$SPY $QQQ $NDX $DIA $IWM $NFLX $FB $INTC $SMH $AAPL $NVDA $TSLA $ES $YM $AMZN $BA $GS $JPM $IBM $LRCX $C $GOOG https://t.co/BSbRlbw8ki"
171,2023-04-06 07:20:07+00:00,fowlerlainey02,$lrcx Top analyst price target for next week-- https://t.co/osH32wIEPc
172,2023-04-06 06:54:25+00:00,Jhonwic65,"1000% almost half a mile here. You in our discord? We've been on fire!! 

https://t.co/b8PtWWOJr0

$AAPL $AMZN $FB $NFLX $BABA $BIDU $MA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $DOGE https://t.co/wG8h1wTYFW"
173,2023-04-06 05:57:45+00:00,Nicolas97139895,$lrcx  Top analyst price target for the week -  https://t.co/wcH04cKip6
174,2023-04-06 05:25:17+00:00,MAJE_ALS2030,@mtdawel21 ف افضل من DE شوف العقود LRCX
175,2023-04-06 04:02:53+00:00,Sophia96180515,"$LRCX Top analyst price target for next week&gt;💸💰
https://t.co/og0IqhFFAs"
176,2023-04-06 03:36:14+00:00,Investor_Dayu,"Semiconductors, the red hot sector since last October, is showing signs of aging and may be about to turn to downside. Check the daily GMMA charts of $amd $tsm $amat $txn $qcom $ter $lrcx. All these heavyweight semis are turning and about to break key supports. Be careful."
177,2023-04-06 01:31:15+00:00,optioncharts,$LRCX Delta expiration 04/06/2023 #maxpain #options https://t.co/eHe9MKt4dt https://t.co/KYNThjeYAV
178,2023-04-06 01:13:52+00:00,Tickeron,"$LRCX was the stock market's top loser yesterday, falling -3.3% #LamResearch https://t.co/v4eEIBCAXT"
179,2023-04-06 01:00:56+00:00,iknowfirst,"Stock Algorithm Based on Genetic Algorithms: Returns up to 91.78% in 3 Months
https://t.co/dlAwMR2n82

#nvda #avgo #asml #amd #lrcx #cdns #ter #amat #msft #lscc #computerstocks #stocks #stockmarket #stockforecast #stocktrading #investing #stockmarketpredictions https://t.co/wLmcwLhMjw"
180,2023-04-06 01:00:55+00:00,i_Know_First,"Stock Algorithm Based on Genetic Algorithms: Returns up to 91.78% in 3 Months
https://t.co/57vwN5S4nT

#nvda #avgo #asml #amd #lrcx #cdns #ter #amat #msft #lscc #computerstocks #stocks #stockmarket #stockforecast #stocktrading #investing #stockmarketpredictions https://t.co/NqLOGMAMvc"
181,2023-04-06 01:00:54+00:00,Gold_prediction,"Stock Algorithm Based on Genetic Algorithms: Returns up to 91.78% in 3 Months
https://t.co/SyjCNXKZ4l

#nvda #avgo #asml #amd #lrcx #cdns #ter #amat #msft #lscc #computerstocks #stocks #stockmarket #stockforecast #stocktrading #investing #stockmarketpredictions https://t.co/VLmX8R4VqT"
182,2023-04-06 01:00:53+00:00,IKFResearch,"Stock Algorithm Based on Genetic Algorithms: Returns up to 91.78% in 3 Months
https://t.co/ZwXMBJcnhs

#nvda #avgo #asml #amd #lrcx #cdns #ter #amat #msft #lscc #computerstocks #stocks #stockmarket #stockforecast #stocktrading #investing #stockmarketpredictions https://t.co/iZ6WU3IJ11"
183,2023-04-06 01:00:53+00:00,IKFAdvisors,"Stock Algorithm Based on Genetic Algorithms: Returns up to 91.78% in 3 Months
https://t.co/mzQvHnBWcI

#nvda #avgo #asml #amd #lrcx #cdns #ter #amat #msft #lscc #computerstocks #stocks #stockmarket #stockforecast #stocktrading #investing #stockmarketpredictions https://t.co/GC4GyafGer"
184,2023-04-06 00:52:49+00:00,choosejulie1,"RT @vnkumarvnk: Who's ready to checkout options flow data and charts tonight? 100 ❤️ and retweets if you are ready for it.

$SPY $QQQ $IWM…"
185,2023-04-06 00:29:58+00:00,ThungDick,"@tphuang If not the US semi sanctions, ASML/AMAT/LRCX … definitely can have a big share of this 8B pie. Well 8B maybe is not a lot of money to them."
186,2023-04-05 23:58:16+00:00,one_2_shree,Hammer off demand … liking this for an earnings play $LRCX https://t.co/y1A5rVomL8
187,2023-04-05 23:34:27+00:00,koziii,"🇺🇸4/5シグナル

新高値🚀
$MCD $REGN

DIゴールデンクロス
$CVS $VIR

DIデッドクロス
$AI $DLO $NXPI

MACDゴールデンクロス
$AXNX

MACDデッドクロス
$AI $ALB $BX $DLO $HCP $HIMS $LRCX $MU $NSSC $NUE $NVDA $NXPI $ON $PCAR $ROK $SMCI $TSLA $TWST $WNC

MA50ゴールデンクロス
$PLTR"
188,2023-04-05 23:32:37+00:00,bigbamboostocks,@smartertrader hows $lrcx lol
189,2023-04-05 21:06:57+00:00,Tickeron,$INTC vs. $LRCX: which stock is the best to buy? #Intel https://t.co/9ekgO0w3Ss https://t.co/aECNNK6qHo
190,2023-04-05 20:43:01+00:00,Matze48706367,"RT @vnkumarvnk: Who's ready to checkout options flow data and charts tonight? 100 ❤️ and retweets if you are ready for it.

$SPY $QQQ $IWM…"
191,2023-04-05 20:26:34+00:00,simonstradeinc,#short #watchlist for #trading on #nyse #nasdaq between $200 and $500: $ALGN $CMI $CSL $EPAM $FSLR $HUBS $KLAC $LRCX $PAYC $RH $SEDG $SNA $URI
192,2023-04-05 20:25:04+00:00,royguerrero,"RT @vnkumarvnk: Who's ready to checkout options flow data and charts tonight? 100 ❤️ and retweets if you are ready for it.

$SPY $QQQ $IWM…"
193,2023-04-05 20:23:52+00:00,kara2simmons,"RT @vnkumarvnk: Who's ready to checkout options flow data and charts tonight? 100 ❤️ and retweets if you are ready for it.

$SPY $QQQ $IWM…"
194,2023-04-05 20:20:56+00:00,dailycandlestix,"$LRCX Lower Prices Higher Volume
Daily appearances since 2010: 68
Close 5 days later ±:
Avg: -3.07
SD: 14.26
Worst: -54.06
Best: 25.81

10 days later:
Avg: 2.41
SD: 22.91
Worst: -74.75
Best: 102.21

30 days later:
Avg: 7.12
SD: 35.73
Worst: -127.01
Best: 128.57"
195,2023-04-05 20:20:01+00:00,seyedoption,"$lrcx
$fslr
$enph https://t.co/RuEO3zdize"
196,2023-04-05 20:18:48+00:00,alphakoila,"RT @vnkumarvnk: Who's ready to checkout options flow data and charts tonight? 100 ❤️ and retweets if you are ready for it.

$SPY $QQQ $IWM…"
197,2023-04-05 20:17:46+00:00,vnkumarvnk,"Who's ready to checkout options flow data and charts tonight? 100 ❤️ and retweets if you are ready for it.

$SPY $QQQ $IWM $AAPL $AMZN $TSLA $META $GOOGL $SQ $SE $AMD $NVDA $MU $LRCX $GME $AMC $BABA $JD $BIDU $PDD"
198,2023-04-05 20:04:55+00:00,vontuchman,"Yhä enemmän tuntuu siltä, että tekoälyvallankumous tulee vaatimaan aivan valtavasti uutta suoritintehoa, joten $TSM takaisin salkkuun. 🤖

Salkussa ennestään $ASML, $LRCX, $INTC ja $AMAT. Suoritinvalmistukseen liittyvien osakkeiden arvo salkussa yhteensä 99t€.
#pekkaostaa https://t.co/YYE2a1PelJ"
199,2023-04-05 19:25:00+00:00,JoinStockCast,"🟢 Semiconductors stand to make massive gains with the evolution of A.I., says KKM's Jeff Kilburg https://t.co/VNaIC767F2 $ADI $AMAT $AMD $ASML $AVGO $CDNS $INTC $KLAC $LRCX $MU $NVDA $QCOM $SNPS $TSM $TXN"
200,2023-04-05 19:02:26+00:00,XTRADERS9,"“The stock market is never obvious. It is designed to fool most of the people most of the time.” ~Jesse Livermore

https://t.co/1wJPCC9wqe

$AAPL $AMZN $FB $BABA $BIDU $BA $TWTR $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/1vmlZvUqWF"
201,2023-04-05 18:54:46+00:00,futureman1977,"Quality tech and chill: $CRM $ADBE $MSFT $AAPL $GOOGL $META $NVDA $AVGO $LRCX $TSLA $AMZN. The common denominators: wide moat, exemplary capital allocation strategy/balance sheet, secular tailwinds, strong management, industry leadership."
202,2023-04-05 18:50:09+00:00,futureman1977,"@BluSuitDillon Quality tech and chill: $CRM $ADBE $MSFT $AAPL $GOOGL $META $NVDA $AVGO $LRCX $TSLA $AMZN. The common denominators: wide moat, exemplary capital allocation strategy/balance sheet, secular tailwinds, strong management, industry leadership."
203,2023-04-05 18:49:52+00:00,XTRADERS9,"Futures are weak this morning of the news that Russian soldiers are continuing to advance in Ukraine. 
https://t.co/1wJPCC9wqe

$AAPL $AMZN $FB $NFLX $BABA $BIDU $TSLA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/rxdKtEYT5W"
204,2023-04-05 18:46:20+00:00,BigPipN,#LRCX https://t.co/ZXtYbTjTfD
205,2023-04-05 18:30:09+00:00,JorgeAb88719243,@AndrehernndzSTA @somoscdi $LRCX interesante para #TareaSTA despues de Earnings.  Slds. https://t.co/cpy4nu4Hsc
206,2023-04-05 18:10:11+00:00,from1to2000000,"My current watch list includes $MU $ROKU $BROS $MSFT (add to my short), $LPLA (round 3 but under $180 and 2-3 days trade only), $LRCX short over $500  (I shorted this days ago $528 and gave it away!!), $BEEM (adds $10 area), $INZY ($4.50 area),"
207,2023-04-05 18:09:41+00:00,fatherthinger,"RT @IKFResearch: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 91.36% in 3 Months
https://t.co/iqjaQiYIP4

#nvd…"
208,2023-04-05 17:42:32+00:00,ToroAlertsAI,"SELL alerted by the ToroAlerts AI System : $HYG @ $74.70, $AI @ $21.15, $XLK @ $147.45, $LRCX @ $489.11, $DHR @ $249.12 #Stocks #Stocks #stocks #crypto #pennystocks #financialmarkets #WealthManagers https://t.co/QVKwkK1sKH"
209,2023-04-05 17:33:00+00:00,mateo4138,"1000% almost half a mile here. You in our discord? We've been on fire!! 

https://t.co/1TT75QufZI

$AAPL $AMZN $FB $NFLX $BABA $BIDU $WDAY $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/W5oDYD7AtP"
210,2023-04-05 16:55:04+00:00,ChartsCigars,RT @TMoney_CCC: Checkout our $LRCX and $TSLA callouts https://t.co/CV8SnRsJVy
211,2023-04-05 16:50:28+00:00,TMoney_CCC,$LRCX _ LOD. We're in the 490p https://t.co/i5zAh9gVb4
212,2023-04-05 16:47:56+00:00,fatherthinger,"RT @iknowfirst: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 91.36% in 3 Months
https://t.co/hpng3KLKIr

#nvda…"
213,2023-04-05 16:46:21+00:00,GaryThomson16,"RT @IKFResearch: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 91.36% in 3 Months
https://t.co/iqjaQiYIP4

#nvd…"
214,2023-04-05 16:46:17+00:00,GaryThomson16,"RT @IKFAdvisors: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 91.36% in 3 Months
https://t.co/nCuxoNPl9i

#nvd…"
215,2023-04-05 16:45:42+00:00,fatherthinger,"RT @i_Know_First: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 91.36% in 3 Months
https://t.co/n3MI93Chcx

#nv…"
216,2023-04-05 16:44:54+00:00,GaryThomson14,"RT @i_Know_First: Algorithmic Trading Software Based on Predictive Analytics: Returns up to 91.36% in 3 Months
https://t.co/n3MI93Chcx

#nv…"
217,2023-04-05 16:41:31+00:00,jeffamazonn,@smarter411 lrcx downside numbers?
218,2023-04-05 16:37:09+00:00,TMoney_CCC,Checkout our $LRCX and $TSLA callouts https://t.co/CV8SnRsJVy
219,2023-04-05 16:35:25+00:00,Jhonwic65,"1000% almost half a mile here. You in our discord? We've been on fire!! 

https://t.co/b8PtWWOJr0

$AAPL $AMZN $FB $NFLX $BABA $BIDU $MA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $EOS https://t.co/SiUYnTZ7Uc"
220,2023-04-05 16:34:24+00:00,Trading_4Living,$LRCX now at $488 🚨🚨🚨
221,2023-04-05 16:25:54+00:00,MURALIE622,"1000% almost half a mile here. You in our discord? We've been on fire!! 

https://t.co/NINXxMSIEd
$AAPL $AMZN $FB $NFLX $BTC $BIDU $BABA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $ren https://t.co/KRIrPOOgHi"
222,2023-04-05 16:05:06+00:00,Je23889599Louis,"$LRCX    Top analyst price target for the week&gt;&gt;&gt;&gt;💸💸💰💰
https://t.co/fbUbKX7ELI"
223,2023-04-05 15:49:11+00:00,k_mebane,"$lrcx,Top analyst target price for next week.📈📉🎯 https://t.co/dOXHLp0N1F   🚀"
224,2023-04-05 15:29:12+00:00,Jessika70055003,"Join the most profitable trading group&gt;&gt; 🚀https://t.co/UaSqa4MhN8

$AAPL $AMZN $FB $NFLX $BABA $BIDU $BA $TWTR $PINS $TLRY $HEXO $ACB $FDX $DKNG $DDD $LRCX $NVDA $AMD https://t.co/qHLPQQ5eQX"
225,2023-04-05 15:26:01+00:00,ChartsCigars,"RT @TMoney_CCC: Great start to the morning
$SPX $LRCX $TSLA $NVDA 💪🏽 https://t.co/bGYakF4PS7"
226,2023-04-05 15:22:21+00:00,DannyGloverJr,$LRCX 489- sitting on main trendline here. Both price and Rsi. https://t.co/VglaCP5Uy9
227,2023-04-05 15:10:51+00:00,TMoney_CCC,"Great start to the morning
$SPX $LRCX $TSLA $NVDA 💪🏽 https://t.co/bGYakF4PS7"
228,2023-04-05 15:08:52+00:00,FSInvest_CIO,"$LRCX gapped below its 50dma ($501.60)  today, no bounce down 2.9% at the lows to $489.85."
